,_healpix_29,amplitude_g,amplitude_r,amplitude_i,amplitude_z,inter_percentile_range_25_g,inter_percentile_range_25_r,inter_percentile_range_25_i,inter_percentile_range_25_z,anderson_darling_normal_g,anderson_darling_normal_r,anderson_darling_normal_i,anderson_darling_normal_z,beyond_1_std_g,beyond_1_std_r,beyond_1_std_i,beyond_1_std_z,chi2_pvar_g,chi2_pvar_r,chi2_pvar_i,chi2_pvar_z,cusum_g,cusum_r,cusum_i,cusum_z,eta_g,eta_r,eta_i,eta_z,eta_e_g,eta_e_r,eta_e_i,eta_e_z,excess_variance_g,excess_variance_r,excess_variance_i,excess_variance_z,kurtosis_g,kurtosis_r,kurtosis_i,kurtosis_z,lafler_kinman_string_length_g,lafler_kinman_string_length_r,lafler_kinman_string_length_i,lafler_kinman_string_length_z,maximum_slope_g,maximum_slope_r,maximum_slope_i,maximum_slope_z,mean_g,mean_r,mean_i,mean_z,mean_variance_g,mean_variance_r,mean_variance_i,mean_variance_z,median_g,median_r,median_i,median_z,median_absolute_deviation_g,median_absolute_deviation_r,median_absolute_deviation_i,median_absolute_deviation_z,median_buffer_range_percentage_10_g,median_buffer_range_percentage_10_r,median_buffer_range_percentage_10_i,median_buffer_range_percentage_10_z,otsu_mean_diff_g,otsu_std_lower_g,otsu_std_upper_g,otsu_lower_to_all_ratio_g,otsu_mean_diff_r,otsu_std_lower_r,otsu_std_upper_r,otsu_lower_to_all_ratio_r,otsu_mean_diff_i,otsu_std_lower_i,otsu_std_upper_i,otsu_lower_to_all_ratio_i,otsu_mean_diff_z,otsu_std_lower_z,otsu_std_upper_z,otsu_lower_to_all_ratio_z,percent_amplitude_g,percent_amplitude_r,percent_amplitude_i,percent_amplitude_z,percent_difference_magnitude_percentile_5_g,percent_difference_magnitude_percentile_5_r,percent_difference_magnitude_percentile_5_i,percent_difference_magnitude_percentile_5_z,chi2_g,chi2_r,chi2_i,chi2_z,roms_g,roms_r,roms_i,roms_z,skew_g,skew_r,skew_i,skew_z,standard_deviation_g,standard_deviation_r,standard_deviation_i,standard_deviation_z,stetson_K_g,stetson_K_r,stetson_K_i,stetson_K_z,weighted_mean_g,weighted_mean_r,weighted_mean_i,weighted_mean_z
13,2528713715831973783,1.2952204,1.8807259,1.9464235,1.7482796,1.015213,1.809988,0.7924671,1.5054703,2.0190566,2.0125587,0.64165074,2.3988326,0.25581396,0.42222223,0.22727273,0.28,0.0,0.0,0.0,0.0,0.32065064,0.23001528,0.33826038,0.30201292,0.56493664,0.5618676,0.7175922,0.6290111,5.312594e+06,9.858402e+06,3.8253635e+06,3.6844512e+06,0.0010620555,0.0024194755,0.0009960084,0.0023961987,0.6514499,-1.0458257,0.88641524,-0.6858275,0.38895902,0.34133595,0.44745064,0.34944016,1337.1328,3749.5078,2741.4375,1595.9219,21.52807,21.77908,21.88467,21.418835,0.032676063,0.049336307,0.03181761,0.049214035,21.280256,21.300776,21.954464,21.034008,0.3511448,0.62989235,0.40227032,0.60206413,0.18604651,0.17777778,0.26136363,0.16,1.3708134,0.3023014,0.5067426,0.74418604,2.045271,0.3970229,0.46575192,0.64444447,1.0949688,0.40214515,0.4647907,0.4090909,1.9601574,0.3896701,0.6362636,0.66,2.0865192,2.8539848,2.1910267,2.630415,0.11206022,0.14775199,0.10991027,0.1475545,370.32953,329.7958,221.38876,94.89991,14.993184,14.319967,11.927339,9.471628,1.1765873,0.5726481,0.24063295,0.79247785,0.7034526,1.0744994,0.696318,1.0541073,0.7548202,0.77697355,0.8157694,0.90146095,21.217682,21.203115,21.49013,20.842106
14,2528713715922912699,0.0863657,1.3722496,1.407177,0.11976242,0.035337448,0.07744026,0.033147812,0.057886124,1.3495542,10.593442,27.729643,0.6253266,0.18604651,0.11111111,0.011494253,0.34,0.0,0.0,0.0,0.0,0.3029493,0.30241558,0.10552047,0.23241517,0.52155423,0.49786037,2.0390606,1.4101664,2.5805746e+07,1.6430809e+07,110470.15,5.9908548e+07,2.1241751e-06,0.0012619188,0.00022472352,5.942988e-06,1.5971048,5.2403,85.451645,0.42896414,0.3408594,0.2489502,1.0196121,0.72102267,123.48047,3801.3828,247.61124,490.54688,20.212517,20.122862,19.72755,19.666656,0.0016501269,0.03554637,0.015009937,0.002604957,20.205103,19.837202,19.694319,19.66053,0.013114929,0.04826355,0.015167236,0.029327393,0.30232558,0.82222223,0.9885057,0.22,0.057523727,0.020131808,0.026585143,0.74418604,2.10709,0.19860204,0.55712646,0.8888889,2.7499752,0.027671905,0.0,0.9885057,0.09725189,0.029493935,0.030398274,0.76,0.1007061,2.6744194,2.7515984,0.15895271,0.005971514,0.11726676,0.0048038373,0.008209624,13.749231,391.33743,19.008692,11.823209,2.4452152,10.122117,2.8937764,2.8029487,0.55806535,2.5141065,9.2042265,0.6905902,0.033353217,0.7152947,0.2961093,0.051230796,0.6977052,0.5372566,0.6662591,0.8446657,20.223198,19.870033,19.70153,19.687117
15,2528713715936581701,0.8473635,2.3235044,1.0481548,1.3127766,0.6255131,1.3127556,0.5709076,0.9500561,2.1385665,3.8021817,0.33320194,2.6956496,0.25581396,0.11111111,0.29885057,0.24,0.0,0.0,0.0,0.0,0.3441765,0.27777112,0.35549018,0.2927478,0.46809387,0.3803521,0.38266337,0.64584017,5.6510455e+06,7.4548955e+06,3.2322942e+06,3.45862e+06,0.0004645172,0.0032409716,0.0005013043,0.0012840498,0.7013674,2.738971,-0.2528808,-0.3296032,0.34162226,0.21114607,0.27883714,0.3574731,837.0,3826.9531,1712.7305,963.83984,20.999247,21.22678,21.020723,20.71257,0.02159768,0.057203755,0.022427093,0.035894457,20.867836,20.733364,21.078333,20.445099,0.24801445,0.39248848,0.34045982,0.37572193,0.20930232,0.24444444,0.25287357,0.08,0.826046,0.14481013,0.35184535,0.6744186,3.2698708,0.611603,0.8314702,0.8888889,0.76817703,0.261374,0.29526246,0.40229884,1.3904457,0.26842874,0.494762,0.68,1.3351269,4.028841,1.0584316,2.053051,0.07373741,0.21397127,0.07634287,0.10291171,551.03467,471.11618,396.77765,217.15807,16.189474,17.507607,15.869053,13.100119,1.2006096,1.790491,0.009171439,0.94225794,0.453535,1.2142515,0.47143373,0.74346644,0.6941645,0.8049385,0.8264227,0.8872448,20.890234,20.764677,20.89423,20.472223
17,2528713719151147459,1.4184198,1.7996368,1.454958,2.3283777,0.78110504,0.9084282,0.9965782,1.4390182,2.432164,2.034438,0.19942446,2.6909535,0.22,0.275,0.35714287,0.2,0.0,0.0,0.0,0.0,0.31967258,0.2470295,0.39795,0.29087725,0.5198471,0.72925115,0.2835213,0.90946317,1.0059448e+07,1.0434011e+07,3.5458278e+06,9.52961e+06,0.00065983017,0.0016615769,0.0010409148,0.0029781696,1.0092573,0.2095995,-0.5558317,0.6410506,0.39196837,0.47180465,0.2215724,0.48557022,2115.8438,1870.0234,2409.9102,5725.7227,23.157907,22.209568,21.268883,20.244314,0.029180458,0.041244086,0.032310184,0.054669496,22.924496,21.94622,21.311512,19.780727,0.29624367,0.48658276,0.49987698,0.49755383,0.32,0.2,0.20238096,0.18,1.340271,0.28642386,0.5185528,0.76,1.9409256,0.39902207,0.4570705,0.775,1.125803,0.39883265,0.3926078,0.45238096,2.0893173,0.39358392,0.79810256,0.7,2.1099834,2.7351894,1.4887714,3.8649044,0.098772794,0.1265719,0.10488402,0.15143569,18.242397,93.21647,625.42426,734.36743,3.1447248,7.1722717,21.257595,25.242237,1.260954,1.0608362,-0.095087744,1.1646788,0.67575836,0.9160133,0.6872015,1.1067464,0.7008912,0.74415904,0.83872914,0.8803922,22.866486,21.876915,20.880964,19.673653
18,2528713719154564278,0.19702435,0.19037247,0.04250431,0.7372675,0.05256462,0.030643463,0.022302628,0.033330917,1.321738,5.190875,0.18548854,14.805348,0.19607843,0.05,0.32142857,0.04,0.03344773,1.9226369e-05,0.0,0.0,0.17655542,0.20587851,0.29650286,0.13456032,2.1319966,1.1441774,0.872374,2.0530636,9.0004296e+07,6.746198e+07,1.2809025e+07,5.9061896e+07,-3.8855396e-07,7.726901e-06,7.4541583e-07,0.00012479124,3.5663662,15.764946,-0.04152751,44.15877,1.0677402,0.5725068,0.46176824,1.0266184,778.8633,582.21094,84.546875,2921.0078,21.85234,20.55896,19.165552,18.57098,0.002995933,0.003182243,0.00092454144,0.011177816,21.844751,20.54485,19.166,18.537975,0.023252487,0.016521454,0.011269569,0.016441345,0.43137255,0.575,0.16666667,0.96,0.124155045,0.041402604,0.061006296,0.8235294,0.26345253,0.02613759,0.09888797,0.95,0.028022766,0.010987232,0.010634525,0.48809522,1.4251232,0.050225336,0.0,0.98,0.25291824,0.33431435,0.04600525,1.4296265,0.01048604,0.008637581,0.0032174939,0.004245909,1.3963519,2.2152708,8.356825,275.59125,0.9147843,1.114009,2.3938875,5.453564,0.92592615,3.6480358,-0.02286162,6.51951,0.06546815,0.06542361,0.017719347,0.20758301,0.768425,0.73855287,0.81650263,0.34818286,21.846354,20.544577,19.168842,18.55259
19,2528713719177631408,1.205306,1.4182558,1.4037094,2.588107,0.7144909,1.1872005,0.82198906,1.3929119,2.4386628,2.2056017,0.25787655,2.8767414,0.3137255,0.35,0.29761904,0.2,0.0,0.0,0.0,0.0,0.3052397,0.24273588,0.3868462,0.28116935,0.5473057,0.8479789,0.32521236,1.01952,1.3242439e+07,6.964014e+06,4.5938095e+06,1.3009347e+07,0.00069171307,0.001379756,0.0008335077,0.0030218083,0.060175657,-0.637465,-0.3030839,1.8893943,0.34011695,0.52096915,0.25675863,0.5446336,2967.5547,2028.8984,2180.9297,7082.1367,23.079243,22.15327,21.206547,20.18702,0.027812721,0.03750541,0.028913472,0.055130728,22.896727,21.814884,21.278854,19.737774,0.27064514,0.4192915,0.4090805,0.47595692,0.33333334,0.3,0.1904762,0.2,1.3665619,0.2992438,0.31584078,0.78431374,1.7298584,0.3614753,0.27709353,0.75,0.9939823,0.3792135,0.3480904,0.44047618,2.0575676,0.3760038,0.903643,0.7,1.6693192,2.1059093,1.4782753,4.3837223,0.09475555,0.11596269,0.1001706,0.14825279,22.079355,96.9113,593.7565,763.5574,3.382385,7.2858567,19.752892,25.395315,0.99984276,0.823157,-0.17407228,1.4091564,0.64189655,0.8308675,0.6131549,1.112925,0.70730084,0.7304697,0.82150775,0.87089247,22.826595,21.840914,20.899162,19.644869
20,2528713721913731336,1.4464483,1.1999311,1.2963667,1.314167,0.81777954,0.89118767,0.6243439,0.9572048,0.18741454,0.23782387,0.23813225,0.5094525,0.34285715,0.3809524,0.28235295,0.36,0.1536221,0.0015650815,0.00027100567,2.720717e-05,0.20003946,0.3299007,0.29987916,0.27391705,1.9161838,1.0820175,1.2082314,0.9862634,1.9175726e+08,3.910606e+08,2.2936138e+07,3.711871e+07,-0.00083284447,5.4190783e-05,-6.3139174e-05,6.197701e-05,0.56129193,-0.72775054,0.4991262,-0.68200207,0.9653726,0.54325986,0.6623109,0.49530756,5183.6797,5291.508,3956.6562,3002.9688,24.901731,24.397955,23.979265,23.323475,0.023481632,0.028683957,0.019343203,0.024844721,24.882765,24.548573,23.966759,23.3366,0.37986565,0.58208656,0.29130745,0.482543,0.2857143,0.1904762,0.25882354,0.16,0.8929367,0.39259022,0.35653827,0.51428574,1.1376514,0.38351467,0.41134235,0.47619048,0.72262,0.29417253,0.29035833,0.5529412,0.9740963,0.29597294,0.32228047,0.48,1.5213318,1.3831158,1.3708038,1.399643,0.073733136,0.09333499,0.059767377,0.07104912,1.2460768,2.1936395,1.6222082,2.0303028,0.8156557,1.3010327,1.001188,1.2197921,-0.1738005,0.04017015,0.07960912,0.05852064,0.5847333,0.6998299,0.46383578,0.5794652,0.74532264,0.8527621,0.8037242,0.8241042,24.729965,24.142914,23.821907,23.146753
22,2528713726348495643,1.0229692,2.1484537,1.2049751,1.7686472,0.47294998,1.3345623,0.7319851,1.102787,3.0744357,2.0905523,0.22349508,1.5195773,0.16,0.16666667,0.33333334,0.3148148,0.0,0.0,0.0,0.0,0.31190744,0.27791497,0.37177372,0.31660402,0.54945356,0.8631918,0.35940337,0.76098114,6.606814e+06,3.9255508e+07,3.0267845e+06,5.818475e+06,0.0006163986,0.002255249,0.0007598368,0.002088868,2.9482527,3.3388295,-0.37614536,-0.13708973,0.37661323,0.47102335,0.25440302,0.4182559,1236.4414,7313.4336,1971.1172,3362.707,19.50067,19.083101,19.046572,18.866526,0.024830407,0.047492042,0.027566392,0.045709547,19.363783,18.759657,19.070177,18.660442,0.20112228,0.42232704,0.3694458,0.5513935,0.26,0.30952382,0.20430107,0.12962963,1.1525955,0.23403889,0.44544664,0.86,1.6825047,0.32434142,0.76045835,0.71428573,0.8448429,0.29153833,0.33134705,0.4408602,1.661274,0.47531888,0.5114079,0.7592593,1.6315136,3.724224,1.2328949,2.5951366,0.09268623,0.12202384,0.09028707,0.13190547,4574.3394,13659.927,12212.33,8259.689,46.500988,96.29174,93.98318,83.38792,1.7497256,1.592315,0.06662665,0.79871315,0.48420957,0.9062954,0.5250453,0.8623803,0.6990552,0.8141238,0.84305257,0.883018,19.404387,18.86181,18.884542,18.49669
23,2528713726365536886,2.081068,2.177925,2.1266222,3.1401072,1.67206,2.3981457,1.2955647,2.2992039,2.9692721,1.8934559,0.5972883,0.9019481,0.28,0.4047619,0.31182796,0.41509435,0.0,0.0,0.0,0.0,0.3336063,0.2538261,0.40655753,0.35234347,0.38115042,0.6141494,0.3466639,0.5365955,4.7174845e+06,7.270832e+06,5.4683615e+06,5.4501685e+06,0.0026354783,0.0045143673,0.0020017528,0.005277176,-0.029898882,-0.93945646,-0.15098977,-0.56530833,0.27039105,0.41253364,0.24640529,0.28414804,2026.1875,2460.8906,4475.0117,3357.5586,21.311357,21.045765,21.590132,20.957228,0.051435597,0.06726884,0.044830922,0.07335147,20.865417,20.483868,21.817368,21.071735,0.39245415,0.86854553,0.62470436,1.3168564,0.28,0.16666667,0.21505377,0.1509434,2.1635475,0.34428594,0.6379187,0.7,2.7177868,0.60245746,0.6898724,0.6904762,1.6040268,0.63009995,0.48146817,0.43010753,2.5524654,0.6361508,1.009012,0.49056605,3.246254,3.244278,2.683178,3.8000927,0.17147604,0.20343256,0.14684474,0.22385632,634.2554,1896.0278,1231.4265,725.2842,22.793344,34.881516,32.40088,44.33389,1.0164028,0.6725742,-0.43874627,0.46050796,1.0961624,1.4157242,0.9679055,1.5372435,0.836404,0.77031386,0.8172221,0.87081456,20.668901,20.050245,20.564873,19.442793
24,2528713726370142656,1.0969458,1.2712717,1.2915983,1.8504057,0.89115715,1.4321613,0.8881645,1.2652378,4.245873,3.065203,0.23074017,1.9266554,0.2,0.2857143,0.31182796,0.3148148,0.0,0.0,0.0,0.0,0.3435273,0.27316833,0.39304882,0.31383783,0.39227518,0.5964993,0.25462192,0.7605497,2.8135592e+06,8.677769e+06,2.908501e+06,4.4775735e+06,0.00094866706,0.0018653208,0.0009411854,0.0027821418,0.61810637,-0.82209396,-0.41550827,-0.2987013,0.2974523,0.39243904,0.20796666,0.4141341,1078.5195,1947.4336,2020.8711,3029.2969,19.627832,19.12406,19.289572,18.986137,0.030804206,0.043191142,0.03068047,0.052752625,19.369053,18.745083,19.33005,18.739986,0.17778301,0.35055447,0.4011593,0.65031147,0.4,0.21428572,0.15053764,0.16666667,1.1867275,0.13682018,0.42163825,0.7,1.6802368,0.2933384,0.3409131,0.71428573,0.9757595,0.32172433,0.35630688,0.41935483,2.0015106,0.5052211,0.533486,0.7592593,1.8249435,2.0527058,1.3058548,2.6956882,0.107149094,0.1258291,0.10320595,0.16537742,5434.7544,11928.367,11713.268,7525.5254,49.081562,89.49959,91.539604,82.99113,1.2790834,0.85216427,-0.012140122,0.842234,0.6046198,0.82598996,0.59181315,1.0015686,0.6781593,0.813637,0.85249674,0.90430933,19.404282,18.886286,19.059628,18.463776
25,2528713726374696355,0.033729553,1.2498026,0.05709362,0.75547504,0.00803566,0.014503479,0.011943817,0.012731552,1.8086557,15.140416,5.0257845,18.305172,0.3,0.023809524,0.15053764,0.037037037,0.0,0.0,0.0,0.0,0.107581384,0.14991713,0.1330332,0.14887471,1.8845445,2.0754461,1.3445733,2.0555782,6.905961e+07,8.222975e+07,1.4660942e+07,5.4019904e+07,3.0459907e-07,0.00044718853,6.902115e-07,0.000140226,5.7306514,41.15187,14.7406025,50.43797,0.9456274,1.0377378,0.90535736,1.0278012,102.8125,5018.703,137.77344,3068.875,18.531605,17.791891,17.446877,17.379938,0.0005916098,0.021147588,0.00083872187,0.011843094,18.528835,17.730751,17.444427,17.345686,0.0041446686,0.0066184998,0.0053138733,0.005683899,0.46,0.95238096,0.516129,0.962963,0.02141571,0.0054541393,0.01085691,0.8,2.4268837,0.037001353,0.0,0.97619045,0.03861618,0.00758672,0.02379254,0.9139785,1.4882164,0.03712662,0.0,0.9814815,0.049669266,2.4302406,0.09051323,1.4949074,0.0016114146,0.007021822,0.0022536865,0.003531287,13.003364,3593.4207,35.104137,680.56665,2.2986007,14.415788,4.0843177,7.429879,1.7339022,6.3890743,2.9804091,7.0218134,0.010963479,0.3762556,0.014633077,0.20583223,0.65967107,0.25438806,0.69172037,0.30944592,18.53169,17.738083,17.445295,17.351986
26,2528713726480001440,1.8349895,2.0674944,1.9936571,2.4066315,1.15658,2.4655895,1.2024422,2.102459,1.2903275,1.5101963,0.8081302,0.939487,0.28,0.41860464,0.30107528,0.3888889,0.0,0.0,0.0,0.0,0.31045657,0.26331154,0.39953998,0.3489275,0.49262312,0.6308643,0.3774977,0.5439265,7.3881145e+06,1.0356065e+07,3.8626785e+06,4.8543655e+06,0.0017634043,0.0037374978,0.0016381158,0.004376519,0.7318666,-1.080718,-0.13170457,-0.9752846,0.34902117,0.39808857,0.2772535,0.30340236,2183.3125,3842.4727,3959.0156,3504.9688,20.93785,20.659704,21.024786,20.528688,0.042023227,0.061160676,0.04050196,0.06623027,20.766613,20.30114,21.160192,20.343792,0.56100655,0.824255,0.5724201,1.0512295,0.26,0.20930232,0.15053764,0.11111111,1.6175156,0.40957388,0.6616337,0.72,2.3788815,0.5858562,0.55567443,0.6744186,1.4232502,0.5687049,0.4132607,0.40860215,2.3424892,0.5782743,0.7889698,0.537037,2.5822926,2.8445911,2.5594501,2.9272442,0.15053998,0.1790835,0.1320067,0.20307855,1284.7549,3471.9333,2276.9075,1249.1036,32.26831,48.156136,41.89673,44.705864,1.0435162,0.48783842,-0.53880095,0.35937974,0.879876,1.2635615,0.85154504,1.3596206,0.84914213,0.8079634,0.8332658,0.87770694,20.5177,19.80435,20.261452,19.281504
27,2528713726505392318,2.4532366,2.1142607,2.432331,2.6407766,1.6276512,2.6180058,1.299099,2.8471508,1.1351742,1.1209267,0.9281029,1.4629127,0.3265306,0.47619048,0.29032257,0.42307693,0.0,0.0,0.0,0.0,0.28409657,0.26070023,0.39992097,0.38143325,0.6125651,0.49624383,0.4508248,0.6465433,1.5293956e+07,6.6496485e+06,5.3793325e+06,6.2691155e+06,0.002394781,0.0034653023,0.0017062325,0.0046129045,0.2540698,-1.1483119,0.18473577,-1.4208833,0.39325336,0.24822079,0.34448427,0.3596912,4657.961,2052.25,4501.617,3356.2422,22.314959,21.975645,22.722572,21.87134,0.049658664,0.059185226,0.04198175,0.068916805,22.070005,21.750656,22.881805,21.961517,0.74544334,1.0680065,0.6648483,1.3964119,0.2244898,0.11904762,0.1827957,0.07692308,2.0757694,0.52696264,0.70230967,0.71428573,2.4388351,0.68922716,0.47143793,0.6904762,1.6206055,0.6364358,0.47051919,0.37634408,2.6860085,0.64849275,0.6829052,0.48076922,3.4503002,2.6303902,3.007925,2.7029285,0.14665823,0.17421801,0.1218327,0.18745431,188.09401,457.54254,186.28864,151.37161,13.3060255,18.482487,11.5489435,21.874222,0.8611954,0.37359563,-0.63148487,-0.01919307,1.108131,1.3006335,0.9539333,1.5073029,0.8706565,0.77331334,0.79265624,0.8530583,21.588348,20.850832,21.631279,20.136024
28,2528713726530933856,1.589117,2.624652,1.7025089,2.1817398,1.3735046,2.2809772,1.1022701,1.8324871,3.644207,2.3417106,0.34585238,1.3093845,0.26,0.26190478,0.30107528,0.4074074,0.0,0.0,0.0,0.0,0.33843663,0.28100958,0.40242997,0.3376044,0.40502253,0.72074336,0.30832872,0.55785155,3.2125845e+06,2.1966844e+07,3.342667e+06,3.5727522e+06,0.0018383214,0.0041004876,0.0014938903,0.0039450475,0.10916138,0.5251434,-0.4161508,-0.72111344,0.28806165,0.43448767,0.24081492,0.3187548,1541.7734,7813.824,3174.4453,2989.414,20.292988,19.992582,20.29836,19.773333,0.042887267,0.064057365,0.03865943,0.0628265,19.930962,19.404066,20.404428,19.617977,0.31490326,0.5587673,0.4958496,0.9160185,0.32,0.2857143,0.15053764,0.12962963,1.7269917,0.2368038,0.5272495,0.7,2.4945145,0.4913014,0.79248816,0.71428573,1.3001308,0.47120273,0.43301383,0.41935483,2.0741444,0.5231477,0.8468906,0.5555556,2.5288353,4.462385,1.9502277,2.7798405,0.14694566,0.18717569,0.13008136,0.19472022,2742.4968,6577.2866,5732.908,3341.318,42.11834,64.02766,65.88289,67.69447,1.1052537,1.0978801,-0.24603796,0.57145506,0.8703108,1.2806721,0.7847231,1.2422893,0.76235336,0.7732529,0.83035535,0.9023324,19.845774,19.339716,19.701054,18.829802
29,2528713726564042547,0.8438816,1.1538954,1.0070658,1.2046366,0.4027977,0.64365005,0.54907227,0.817606,3.6476398,2.5303693,0.3585888,1.6603087,0.18,0.26190478,0.31182796,0.37037036,0.0,0.0,0.0,0.0,0.33475634,0.267494,0.3714292,0.3162802,0.46149877,0.729238,0.30517423,0.5735811,4.968815e+06,3.102722e+07,2.7282465e+06,4.9309545e+06,0.00043971871,0.0011251458,0.0005402727,0.001251262,2.4378266,0.2305181,-0.27785635,-0.3929906,0.34373164,0.42765138,0.22276938,0.32578388,1075.0938,3540.2148,1525.5977,1350.8477,19.280672,18.711998,18.717726,18.48677,0.0209721,0.03354433,0.023244683,0.035374768,19.141811,18.441628,18.750792,18.361904,0.12629414,0.30387115,0.29738617,0.42515278,0.3,0.23809524,0.16129032,0.14814815,0.9283886,0.18286425,0.3481899,0.84,1.3168488,0.2465599,0.34264907,0.7619048,0.7029228,0.2338624,0.27656627,0.4408602,1.3152199,0.3610234,0.32722962,0.7777778,1.3669262,1.934578,1.1107006,1.7054577,0.076814935,0.10526911,0.07529915,0.108988374,5180.4185,13950.998,12631.205,10137.83,45.83218,97.928764,94.72792,86.38423,1.684488,1.1306826,0.14599223,0.7654432,0.40435615,0.6276815,0.4350876,0.65396523,0.6794191,0.80688274,0.8455404,0.847484,19.21067,18.650034,18.63241,18.31944
32,2528713921314871849,0.32500935,0.3489294,0.31206703,0.3864298,0.1910286,0.36592102,0.17917252,0.30254745,1.8942746,1.2497747,0.6233423,0.7785611,0.24489796,0.40816328,0.3181818,0.3846154,0.0,0.0,0.0,0.0,0.32720557,0.1880281,0.37582737,0.3584951,0.6128118,0.51920927,0.40405685,0.6315965,9.393237e+06,1.0310135e+07,3.9054282e+06,5.85493e+06,5.0520888e-05,0.00010673137,4.8755646e-05,0.00011340628,1.1066306,-1.2222081,-0.3430655,-0.95984674,0.35841107,0.30247122,0.27978653,0.3455622,479.52344,681.2578,637.6797,481.08984,21.49415,20.055826,19.511309,19.163256,0.007402178,0.010366414,0.0069938214,0.010665313,21.462574,20.02012,19.53628,19.17341,0.078401566,0.1653881,0.09270954,0.16549492,0.18367347,0.08163265,0.23863636,0.115384616,0.2996292,0.06779414,0.12805371,0.7346939,0.37236786,0.0985357,0.10008297,0.6122449,0.23258972,0.08036083,0.074235626,0.375,0.3493576,0.08373051,0.1205455,0.48076922,0.45462036,0.40245247,0.35752678,0.42105865,0.026177932,0.030999087,0.022350982,0.031848747,59.362595,281.21246,330.18698,434.0315,4.5871973,15.256237,14.614288,17.840342,1.2221597,0.29831186,-0.32159567,0.25097048,0.15910353,0.20790699,0.1364586,0.20438212,0.6839002,0.8704989,0.80723065,0.83496934,21.530539,20.139061,19.52756,19.234215
33,2528713922084860605,1.5022488,1.8156891,1.8666515,2.108117,1.116066,1.4872055,0.66516304,1.7553616,0.24094285,0.31233782,1.5398877,0.37885043,0.39583334,0.3617021,0.22988506,0.40816328,0.0,0.0,0.0,0.0,0.21973827,0.19342217,0.2556055,0.365135,0.969721,0.8123692,1.105382,0.74763656,3.1510566e+07,2.2197494e+07,1.5283476e+07,1.4214649e+07,0.0007747622,0.0013152715,0.0005384058,0.0020957924,-0.48194432,-0.8899169,2.202486,-0.8179364,0.61172926,0.4380385,0.64364296,0.37451684,4959.75,3357.6875,5544.797,3296.7383,23.600067,23.316643,23.396101,22.780348,0.031090338,0.041751172,0.027720796,0.049641524,23.662544,23.218916,23.446789,22.877474,0.5981531,0.73069763,0.32613754,0.7789459,0.1875,0.10638298,0.28735632,0.14285715,1.2160511,0.42635342,0.42493692,0.39583334,1.6434879,0.48243833,0.54430264,0.5106383,1.2635288,0.5410339,0.4154975,0.1724138,1.9061031,0.63397175,0.6193739,0.40816328,1.6879559,2.0496235,2.2390518,2.3100681,0.097890876,0.13465016,0.08116713,0.1629901,20.930862,32.23622,18.367458,31.073923,3.9089587,4.107052,2.7402902,5.664377,-0.23509452,0.1300652,-0.7914961,-0.21871606,0.7337341,0.97349715,0.64855856,1.1308511,0.81073743,0.7465542,0.70803434,0.8680707,23.158804,22.542212,22.9769,21.509077
34,2528713922235691780,1.9923334,1.5855894,1.7655725,1.85427,0.4908676,1.4868431,1.3555145,1.5798454,1.6451852,0.70202774,0.8834968,0.3715415,0.27272728,0.41025642,0.34848484,0.36842105,1.4077628e-13,0.0,0.0,0.0,0.27743477,0.19765459,0.40705362,0.35868976,1.0237055,0.8897257,0.50408334,0.9281024,4.267938e+07,3.7893196e+07,1.064124e+07,3.429218e+07,0.00038944307,0.00068441074,0.0005759334,0.0009199485,1.5229607,-0.9797535,-0.87314177,-0.96311426,0.5691181,0.57521015,0.3329466,0.5099623,3870.5703,2966.5781,5061.824,5009.742,24.22796,23.77926,24.017794,23.102745,0.032387365,0.03747935,0.03843647,0.04118075,24.170692,23.646801,23.753805,23.1952,0.26000023,0.6865616,0.75802803,0.71133614,0.45454547,0.12820514,0.18181819,0.10526316,1.5686417,0.47690144,0.5867431,0.8181818,1.5643673,0.46887225,0.47591716,0.64102566,1.6176472,0.49527276,0.39124307,0.57575756,1.6320629,0.46168745,0.49375805,0.47368422,2.2632294,1.8305454,1.8711185,1.9494343,0.11922568,0.11109821,0.12895514,0.12464011,3.4604273,5.9935794,4.597253,5.9507504,1.3054168,1.9811574,1.9279772,2.6345901,0.71557045,0.36321217,-0.014506767,-0.01573054,0.7846798,0.8912312,0.9231592,0.9513883,0.7582344,0.8056882,0.8293898,0.8405228,23.913397,23.386278,23.281355,22.200912
